"","Year","Week","State","Area","Location","Total_Kes","Duration_of_Outbreak_in_day","Weekly_Rainfall","Weekly_Wind","Weekly_Humidity","Weekly_Solar_Radiation_Mjm2"
"3682",2015,7,"SELANGOR","Petaling","Usj 6/1 (Subang Perdana Goodyear Court 2)","9",48,66.01429,0,2.171429,19.87571
"3683",2015,7,"SELANGOR","Gombak","Appt Sri Baiduri","8",45,66.01429,0,2.171429,19.87571
"3684",2015,7,"SELANGOR","Hulu Langat","Jalan Pandan 5 Pandan Jaya","8",47,66.01429,0,2.171429,19.87571
"3685",2015,7,"SELANGOR","Hulu Langat","Jalan 4/12 Seksyen 4 Bandar Baru Bangi","27",47,66.01429,0,2.171429,19.87571
"3686",2015,7,"SELANGOR","Hulu Langat","Seksyen 1 Bandar Rinching","11",47,66.01429,0,2.171429,19.87571
"3687",2015,7,"SELANGOR","Petaling","Seksyen 27 (Flat A : Blok 1-10)","7",47,66.01429,0,2.171429,19.87571
"3688",2015,7,"SELANGOR","Petaling","Kd Pju 5 Seksyen 6 Gugusan Seroja","32",47,66.01429,0,2.171429,19.87571
"3689",2015,7,"SELANGOR","Petaling","TM Pjs 2C Apt Medan Jaya (Blok I)","14",47,66.01429,0,2.171429,19.87571
"3690",2015,7,"SELANGOR","Petaling","Bandar Bukit Puchong Bp 2","12",47,66.01429,0,2.171429,19.87571
"3691",2015,7,"SELANGOR","Petaling","Taman Serdang Jaya 3","7",47,66.01429,0,2.171429,19.87571
"3692",2015,7,"SELANGOR","Gombak","Appt Rawang Perdana","7",46,66.01429,0,2.171429,19.87571
"3693",2015,7,"SELANGOR","Hulu Langat","Jalan Cahaya 3-5 Taman Cahaya","7",46,66.01429,0,2.171429,19.87571
"3694",2015,7,"SELANGOR","Hulu Langat","Jalan Suakasih 2 Bandar Tun Hussin Onn","11",46,66.01429,0,2.171429,19.87571
"3695",2015,7,"SELANGOR","Petaling","TM Pjs 3 Apt Sri Manja (Blok D-F : Jln Pjs 3/55)","14",46,66.01429,0,2.171429,19.87571
"3696",2015,7,"SELANGOR","Sepang","Apt Kenanga Putra Perdana","8",46,66.01429,0,2.171429,19.87571
"3697",2015,7,"SELANGOR","Hulu Langat","Jalan 5A-C Seksyen 5 Bandar Baru Bangi ","8",45,66.01429,0,2.171429,19.87571
"3698",2015,7,"SELANGOR","Petaling","Bandar Puteri 6","8",45,66.01429,0,2.171429,19.87571
"3699",2015,7,"SELANGOR","Petaling","Dun Bg Seksyen 51A : Teres","12",44,66.01429,0,2.171429,19.87571
"3700",2015,7,"SELANGOR","Hulu Langat","Jalan CP 3 Taman Cheras Perdana","11",45,66.01429,0,2.171429,19.87571
"3701",2015,7,"SELANGOR","Hulu Langat","Jalan Mutiara Taman Sri Nanding","12",45,66.01429,0,2.171429,19.87571
"3702",2015,7,"SELANGOR","Hulu Langat","Appt Citra Taman Kajang Utama","12",51,66.01429,0,2.171429,19.87571
"3703",2015,7,"SELANGOR","Hulu Langat","Appt Vista Bandar Sri Putra","19",45,66.01429,0,2.171429,19.87571
"3704",2015,7,"SELANGOR","Petaling","Seksyen 24 (Teres C :Jln 24/13-24/17B, Jln 24/37-24/38A)","7",45,66.01429,0,2.171429,19.87571
"3705",2015,7,"SELANGOR","Petaling","Bl Pju 6A Pelangi Damansara Kondo (Jln Masjid)","8",45,66.01429,0,2.171429,19.87571
"3706",2015,7,"SELANGOR","Petaling","Kd Pju 1A Apt Kelana Idaman","9",45,66.01429,0,2.171429,19.87571
"3707",2015,7,"SELANGOR","Petaling","Usj 12/3","12",45,66.01429,0,2.171429,19.87571
"3708",2015,7,"SELANGOR","Sepang","Kg. Sg. Merab Luar","8",45,66.01429,0,2.171429,19.87571
"3709",2015,7,"SELANGOR","Hulu Langat","Jalan Suakasih 3 Bandar Tun Hussin Onn","27",44,66.01429,0,2.171429,19.87571
"3710",2015,7,"SELANGOR","Hulu Langat","Jalan 3 Taman Impian Putra","13",44,66.01429,0,2.171429,19.87571
"3711",2015,7,"SELANGOR","Petaling","Bl Pju 6A Flat Pelangi Ara (Blok G)","11",44,66.01429,0,2.171429,19.87571
"3712",2015,7,"SELANGOR","Sepang","Taman Desa Sentosa Fasa 2","30",44,66.01429,0,2.171429,19.87571
"3713",2015,7,"SELANGOR","Sepang","Tmn. Permata","13",44,66.01429,0,2.171429,19.87571
"3714",2015,7,"SELANGOR","Hulu Langat","Jalan Nirwana 1-17 Taman Nirwana","14",43,66.01429,0,2.171429,19.87571
"3715",2015,7,"SELANGOR","Hulu Langat","Jalan BM 5/1, 5/3, 5/5, 5/7, 5/9, 5/11, 5/13, 5/15, 5/16, 5/17, 5/18, & 5/19 Bandar Bukit M","7",43,66.01429,0,2.171429,19.87571
"3716",2015,7,"SELANGOR","Petaling","Ss 14/1","14",43,66.01429,0,2.171429,19.87571
"3717",2015,7,"SELANGOR","Petaling","Usj 20/ 1,3","7",43,66.01429,0,2.171429,19.87571
"3718",2015,7,"SELANGOR","Hulu Langat","Jalan 3/1-9 Seksyen 3 Bandar Sri Putra","16",42,66.01429,0,2.171429,19.87571
"3719",2015,7,"SELANGOR","Hulu Selangor","Lokaliti 6 Bdr Baru Btg Kali","13",42,66.01429,0,2.171429,19.87571
"3720",2015,7,"SELANGOR","Petaling","Ss 16 (Casa Tiara Appt)","12",42,66.01429,0,2.171429,19.87571
"3721",2015,7,"SELANGOR","Petaling","Tmn Universiti Indah 1 (Jln Indah 1/11-1/29-No. Ganjil)","5",42,66.01429,0,2.171429,19.87571
"3722",2015,7,"SELANGOR","Hulu Langat","Appt Teratai Taman Sutera","9",41,66.01429,0,2.171429,19.87571
"3723",2015,7,"SELANGOR","Hulu Langat","Hostel Gmi Bangi","26",41,66.01429,0,2.171429,19.87571
"3724",2015,7,"SELANGOR","Hulu Langat","Jalan 8/1-15 Seksyen 8 Bandar Baru Bangi","11",41,66.01429,0,2.171429,19.87571
"3725",2015,7,"SELANGOR","Petaling","Seksyen 20 (Teres B : Jln 20/7-20/10)","7",41,66.01429,0,2.171429,19.87571
"3726",2015,7,"SELANGOR","Petaling","Seksyen  24 (Flat J : Blok 79-84)","37",41,66.01429,0,2.171429,19.87571
"3727",2015,7,"SELANGOR","Petaling","Sri Pjs 10 Apt Subang Ville Ehsan","8",41,66.01429,0,2.171429,19.87571
"3728",2015,7,"SELANGOR","Petaling","Pst Bdr Puchong (Jln Bandar & QTS Bomba)","7",41,66.01429,0,2.171429,19.87571
"3729",2015,7,"SELANGOR","Petaling","Taman Saujana Puchong 10","8",41,66.01429,0,2.171429,19.87571
"3730",2015,7,"SELANGOR","Petaling","Taman Saujana Puchong SP 7","14",41,66.01429,0,2.171429,19.87571
"3731",2015,7,"SELANGOR","Petaling","Taman Kinrara 3 (Vista Lavender)","9",41,66.01429,0,2.171429,19.87571
"3732",2015,7,"SELANGOR","Petaling","Taman Puchong Perdana 4 (Blok A-G)","9",41,66.01429,0,2.171429,19.87571
"3733",2015,7,"SELANGOR","Petaling","Taman Puchong Prima (Anggerik)","5",41,66.01429,0,2.171429,19.87571
"3734",2015,7,"SELANGOR","Gombak","Bdr Tasik Puteri GV 11","16",40,66.01429,0,2.171429,19.87571
"3735",2015,7,"SELANGOR","Gombak","Kg Sg Cincin","18",40,66.01429,0,2.171429,19.87571
"3736",2015,7,"SELANGOR","Petaling","Seksyen U2 Teres B (Jln U2/2-U2/13)","11",40,66.01429,0,2.171429,19.87571
"3737",2015,7,"SELANGOR","Petaling","TM Seksyen 4 (Teres A : Jln 4/33, 35, 37, 41-44, 46, 46D, 48, 48A-F)","5",39,66.01429,0,2.171429,19.87571
"3738",2015,7,"SELANGOR","Petaling","Taman Puchong Utama 8 ","5",40,66.01429,0,2.171429,19.87571
"3739",2015,7,"SELANGOR","Petaling","Seksyen U6 (Kg Melayu Subang G : Jln Tembusu)","14",40,66.01429,0,2.171429,19.87571
"3740",2015,7,"SELANGOR","Hulu Langat","Jalan 3 Taman Sri Indah","9",39,66.01429,0,2.171429,19.87571
"3741",2015,7,"SELANGOR","Hulu Langat","Taman Bukit Semenyih","10",39,66.01429,0,2.171429,19.87571
"3742",2015,7,"SELANGOR","Hulu Selangor","Jalan Seroja 3A, BS","9",39,66.01429,0,2.171429,19.87571
"3743",2015,7,"SELANGOR","Petaling","Seksyen 8 (Teres A : Jln 8/1-8/13)","25",39,66.01429,0,2.171429,19.87571
"3744",2015,7,"SELANGOR","Petaling","Bl Pju 9 Sd 9","8",39,66.01429,0,2.171429,19.87571
"3745",2015,7,"SELANGOR","Petaling","Ind Puchong (Jln TPP 1/25-1/36)","20",39,66.01429,0,2.171429,19.87571
"3746",2015,7,"SELANGOR","Sepang","Apartment Kiambang","7",39,66.01429,0,2.171429,19.87571
"3747",2015,7,"SELANGOR","Petaling","Usj 13/5","5",36,66.01429,0,2.171429,19.87571
"3748",2015,7,"SELANGOR","Gombak","Tanah Gantian Sg Tua","26",38,66.01429,0,2.171429,19.87571
"3749",2015,7,"SELANGOR","Gombak","Tmn Bidara Fasa 2","12",38,66.01429,0,2.171429,19.87571
"3750",2015,7,"SELANGOR","Gombak","Appt Cempaka Tmn Tun Teja","9",38,66.01429,0,2.171429,19.87571
"3751",2015,7,"SELANGOR","Hulu Langat","Appt Kenari Court Pandan Indah","14",38,66.01429,0,2.171429,19.87571
"3752",2015,7,"SELANGOR","Hulu Langat","Jalan Suadamai 2 Bandar Tun Hussein Onn","5",38,66.01429,0,2.171429,19.87571
"3753",2015,7,"SELANGOR","Hulu Langat","Jalan 2/3 Seksyen 2 Bandar Sri Putra","6",38,66.01429,0,2.171429,19.87571
"3754",2015,7,"SELANGOR","Kuala Selangor","Taman Penggawa","7",38,66.01429,0,2.171429,19.87571
"3755",2015,7,"SELANGOR","Petaling","Seksyen 18 ( Jln 18/3 Flat A : Blok 2-10)","12",38,66.01429,0,2.171429,19.87571
"3756",2015,7,"SELANGOR","Petaling","Seksyen 7 (Flat D : Blok 52-58)","45",38,66.01429,0,2.171429,19.87571
"3757",2015,7,"SELANGOR","Petaling","Kt Ss 3 Teres B","6",38,66.01429,0,2.171429,19.87571
"3758",2015,7,"SELANGOR","Petaling","Pusat Bandar Puchong (Jln Wawasan 3)","17",38,66.01429,0,2.171429,19.87571
"3759",2015,7,"SELANGOR","Gombak","Kg Changkat","15",37,66.01429,0,2.171429,19.87571
"3760",2015,7,"SELANGOR","Hulu Langat","Jalan Impian Murni Saujana Impian","17",37,66.01429,0,2.171429,19.87571
"3761",2015,7,"SELANGOR","Hulu Langat","Jalan Jasmin 10-15 Taman Jasmin","6",37,66.01429,0,2.171429,19.87571
"3762",2015,7,"SELANGOR","Hulu Langat","Taman Sri Jelok","9",37,66.01429,0,2.171429,19.87571
"3763",2015,7,"SELANGOR","Petaling","Seksyen 13 ( Pangsapuri Perdana)","13",37,66.01429,0,2.171429,19.87571
"3764",2015,7,"SELANGOR","Petaling","Seksyen 2 (UITM : Kolej Meranti)","9",37,66.01429,0,2.171429,19.87571
"3765",2015,7,"SELANGOR","Petaling","Seksyen 24 (Flat B : Blok 10-21)","13",37,66.01429,0,2.171429,19.87571
"3766",2015,7,"SELANGOR","Petaling","Seksyen U3 (Pangsapuri Daisy B : Blok 3-8)","12",37,66.01429,0,2.171429,19.87571
"3767",2015,7,"SELANGOR","Petaling","Kt Pju 3 Palm Spring Kondo 2: Blok D, E, F)","8",37,66.01429,0,2.171429,19.87571
"3768",2015,7,"SELANGOR","Petaling","Kt Pju 3 Trpoicana Indah","8",37,66.01429,0,2.171429,19.87571
"3769",2015,7,"SELANGOR","Gombak","Kg Laksamana","9",36,66.01429,0,2.171429,19.87571
"3770",2015,7,"SELANGOR","Hulu Langat","Jalan 2 Taman Impian Putra","10",36,66.01429,0,2.171429,19.87571
"3771",2015,7,"SELANGOR","Hulu Langat","Rumah Pangsa Taman Bukit Mewah","5",36,66.01429,0,2.171429,19.87571
"3772",2015,7,"SELANGOR","Petaling","Seksyen U16 (Pangsapuri Melor : Blok 28-30)","10",36,66.01429,0,2.171429,19.87571
"3773",2015,7,"SELANGOR","Petaling","Kd Pju 5 Seksyen 6 Gugusan Teratai","5",36,66.01429,0,2.171429,19.87571
"3774",2015,7,"SELANGOR","Petaling","Tmn Serdang Perdana Sp5 (Sky Villa, Kesidang & Rumah Kedai)","5",36,66.01429,0,2.171429,19.87571
"3775",2015,7,"SELANGOR","Petaling","Usj 12/2","8",36,66.01429,0,2.171429,19.87571
"3776",2015,7,"SELANGOR","Hulu Langat","Jalan Taming Sari Taman Taming Jaya","9",35,66.01429,0,2.171429,19.87571
"3777",2015,7,"SELANGOR","Kuala Selangor","Jalan Flora Saujana Utama","4",35,66.01429,0,2.171429,19.87571
"3778",2015,7,"SELANGOR","Petaling","Sri Pjs 10 Suria Mas Kondo","8",35,66.01429,0,2.171429,19.87571
"3779",2015,7,"SELANGOR","Petaling","Tmn Puchong Perdana ( Vista Millenium)","9",35,66.01429,0,2.171429,19.87571
"3780",2015,7,"SELANGOR","Petaling","Usj 8 (Subang Perdana Goodyear Court 4)","6",35,66.01429,0,2.171429,19.87571
"3781",2015,7,"SELANGOR","Sepang","Apt Megah Villa","4",35,66.01429,0,2.171429,19.87571
"3782",2015,7,"SELANGOR","Petaling","Usj 6/5-Usj 6/7","11",33,66.01429,0,2.171429,19.87571
"3783",2015,7,"SELANGOR","Petaling","Bandar Kinrara 9","8",33,66.01429,0,2.171429,19.87571
"3784",2015,7,"SELANGOR","Gombak","Tmn Desa Putri","12",34,66.01429,0,2.171429,19.87571
"3785",2015,7,"SELANGOR","Hulu Langat","Seksyen 5 Bandar Tasik Kesuma","8",34,66.01429,0,2.171429,19.87571
"3786",2015,7,"SELANGOR","Kuala Selangor","Bunga Raya Kampung Berjuntai Bestari","7",34,66.01429,0,2.171429,19.87571
"3787",2015,7,"SELANGOR","Petaling","Seksyen 24 (Flat C : Blok 22-26)","8",34,66.01429,0,2.171429,19.87571
"3788",2015,7,"SELANGOR","Petaling","Bl Pju 10 Saujana Damansara (A) : Jln 10/13, 10/14","11",34,66.01429,0,2.171429,19.87571
"3789",2015,7,"SELANGOR","Petaling","Dun Bg Seksyen 14 Teres B : Jln 14/29-Jln 14/49","15",34,66.01429,0,2.171429,19.87571
"3790",2015,7,"SELANGOR","Petaling","TM Pjs 1 Apt Petaling Perdana 1 (Blok A-H)","7",34,66.01429,0,2.171429,19.87571
"3791",2015,7,"SELANGOR","Petaling","Taman Bukit Serdang 11 (Pangsapuri Mawar)","8",34,66.01429,0,2.171429,19.87571
"3792",2015,7,"SELANGOR","Gombak","Kg Sg Tua Bharu","6",33,66.01429,0,2.171429,19.87571
"3793",2015,7,"SELANGOR","Hulu Langat","Country Height Kajang","4",33,66.01429,0,2.171429,19.87571
"3794",2015,7,"SELANGOR","Hulu Langat","Taman Bangi Indah","14",33,66.01429,0,2.171429,19.87571
"3795",2015,7,"SELANGOR","Hulu Selangor","Apt Kenanga Tbr Bb","6",33,66.01429,0,2.171429,19.87571
"3796",2015,7,"SELANGOR","Petaling","Sri Pjs 10 Ridzuan Kondo","5",33,66.01429,0,2.171429,19.87571
"3797",2015,7,"SELANGOR","Petaling","Taman Serdang Raya 8 (Putra Indah Kondo)","12",33,66.01429,0,2.171429,19.87571
"3798",2015,7,"SELANGOR","Petaling","Seksyen 27 (Flat D : Blok 31-36)","6",32,66.01429,0,2.171429,19.87571
"3799",2015,7,"SELANGOR","Petaling","Taman Lestari Perdana (LP 6)","4",31,66.01429,0,2.171429,19.87571
"3800",2015,7,"SELANGOR","Gombak","Appt Desa 1","13",32,66.01429,0,2.171429,19.87571
"3801",2015,7,"SELANGOR","Gombak","Appt Tmn Tun Perak","6",32,66.01429,0,2.171429,19.87571
"3802",2015,7,"SELANGOR","Hulu Langat","Jalan Kosas 1/8-1/13 Taman Kosas","6",32,66.01429,0,2.171429,19.87571
"3803",2015,7,"SELANGOR","Petaling ","Seksyen 11 (Teres A : Jln 11/1-11/3)","6",32,66.01429,0,2.171429,19.87571
"3804",2015,7,"SELANGOR","Petaling","Kd Pju 5 Seksyen 5 Gugusan Siantan","7",32,66.01429,0,2.171429,19.87571
"3805",2015,7,"SELANGOR","Petaling","Usj 5/1","7",32,66.01429,0,2.171429,19.87571
"3806",2015,7,"SELANGOR","Gombak","Tmn Tasik Biru","5",31,66.01429,0,2.171429,19.87571
